Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2008-11-05,1160.0,1171.0,1072.0,1094.5,1123.2464741322,291134.0,12974.0,327015239.0,60025.0,20.62,99.0,-65.5
2008-11-04,1070.0,1130.9,1050.0,1110.75,1082.8238193519,459324.0,13348.0,497366968.0,194774.0,42.4,80.9,40.75
2008-11-03,1075.0,1098.0,1042.0,1070.8,1067.1976157563,563533.0,11787.0,601401074.0,301848.0,53.56,56.0,-4.2
2008-10-31,975.0,1059.0,964.4,1023.65,1021.3055116863,479962.0,16523.0,490187836.0,200587.0,41.79,94.6,48.65
2008-10-29,995.0,1000.0,915.0,945.6,965.05739987456,279025.0,9349.0,269275141.0,85747.0,30.73,85.0,-49.4
2008-10-28,980.0,998.5,947.05,964.7,965.90939485122,47856.0,2834.0,46224560.0,11839.0,24.74,51.45,-15.3
2008-10-27,980.0,980.0,865.0,932.35,905.4972011016,267248.0,13670.0,241992316.0,37712.0,14.11,115.0,-47.65
2008-10-24,1058.0,1058.0,921.0,972.65,980.61369958525,556484.0,22779.0,545695834.0,158675.0,28.51,137.0,-85.35
2008-10-23,1010.0,1110.6,1000.0,1072.0,1049.8526161577,356993.0,14475.0,374790035.0,83969.0,23.52,110.6,62.0
2008-10-22,1062.0,1102.7,1040.9,1048.6,1071.7804910118,243375.0,11578.0,260844577.0,46529.0,19.12,61.8,-13.4
2008-10-21,1109.95,1120.0,1074.0,1088.2,1100.1878387772,220093.0,10308.0,242143642.0,30182.0,13.71,46.0,-21.75
2008-10-20,1070.0,1113.0,1040.0,1084.85,1076.7844338359,339557.0,14243.0,365629692.0,66697.0,19.64,73.0,14.85
2008-10-17,1120.1,1130.0,1000.0,1024.05,1076.2719444784,368145.0,17300.0,396224135.0,41907.0,11.38,130.0,-96.05
2008-10-16,1070.0,1123.9,1041.0,1087.35,1089.8987979393,419280.0,17757.0,456972768.0,82924.0,19.78,82.9,17.35
2008-10-15,1120.0,1153.7,1104.0,1134.45,1128.8487159539,260933.0,11706.0,294553882.0,41172.0,15.78,49.7,14.45
2008-10-14,1210.0,1245.0,1125.0,1138.75,1163.2905404542,704611.0,20677.0,819667311.0,283310.0,40.21,120.0,-71.25
2008-10-13,1070.25,1186.25,1050.0,1179.7,1132.8396895859,337227.0,14306.0,382024130.0,66300.0,19.66,136.25,109.45
2008-10-10,1059.2,1088.0,975.55,1046.35,1036.6931372222,1317892.0,18913.0,1366249592.0,799422.0,60.66,112.45,-12.85
2008-10-08,1100.0,1127.0,980.0,1105.55,1050.4947957821,367010.0,16303.0,385542095.0,53047.0,14.45,147.0,5.55
2008-10-07,1210.0,1245.0,1095.0,1127.7,1153.7829939115,777204.0,18883.0,896724758.0,276428.0,35.57,150.0,-82.3
2008-10-06,1250.0,1259.95,1192.5,1201.9,1230.8473848612,277882.0,7263.0,342030333.0,128710.0,46.32,67.45,-48.1
2008-10-03,1275.0,1305.0,1263.1,1273.3,1285.1850307474,199529.0,9157.0,256431684.0,18156.0,9.1,41.9,-1.7
2008-10-01,1240.1,1305.0,1211.15,1293.65,1268.3234116033,380478.0,14841.0,482569155.0,76826.0,20.19,93.85,53.55
2008-09-30,1125.0,1244.3,1125.0,1229.0,1204.1162546564,343883.0,10815.0,414075110.0,75483.0,21.95,119.3,104.0
2008-09-29,1247.0,1250.0,1185.0,1199.5,1213.9607603631,295543.0,9428.0,358777605.0,102222.0,34.59,65.0,-47.5
2008-09-26,1299.0,1299.0,1232.0,1245.7,1254.3738212095,303383.0,8488.0,380555693.0,152785.0,50.36,67.0,-53.3
2008-09-25,1286.0,1309.9,1266.0,1298.3,1286.3321853243,202089.0,9304.0,259953585.0,50755.0,25.12,43.9,12.3
2008-09-24,1230.0,1294.0,1230.0,1281.85,1278.6468873709,211686.0,8557.0,270671645.0,58895.0,27.82,64.0,51.85
2008-09-23,1275.9,1290.0,1225.0,1237.7,1268.5891487311,155650.0,6345.0,197455901.0,38302.0,24.61,65.0,-38.2
2008-09-22,1318.0,1325.0,1281.3,1297.6,1300.3684620629,174539.0,7480.0,226965011.0,40631.0,23.28,43.7,-20.4
2008-09-19,1250.25,1305.0,1250.25,1299.2,1287.4664434995,497385.0,13266.0,640366497.0,274383.0,55.17,54.75,48.95
2008-09-18,1175.0,1230.95,1090.0,1222.0,1155.7030225036,1125954.0,14340.0,1301268441.0,846357.0,75.17,140.95,47.0
2008-09-17,1248.0,1250.0,1165.0,1184.4,1205.5412474923,272162.0,11445.0,328102517.0,46079.0,16.93,85.0,-63.6
2008-09-16,1161.5,1242.0,1150.0,1230.05,1203.0762270196,857688.0,11856.0,1031864043.0,603639.0,70.38,92.0,68.55
2008-09-15,1210.0,1225.0,1155.1,1204.05,1187.143164562,303448.0,9044.0,360236219.0,111339.0,36.69,69.9,-5.95
2008-09-12,1269.7,1270.0,1222.0,1245.6,1245.0292266995,328501.0,9356.0,408993346.0,107028.0,32.58,48.0,-24.1
2008-09-11,1270.0,1284.8,1246.25,1252.7,1263.0291696244,273298.0,8317.0,345183346.0,91436.0,33.46,38.55,-17.3
2008-09-10,1265.5,1292.0,1250.1,1276.95,1270.3384756073,276661.0,7368.0,351453113.0,122071.0,44.12,41.9,11.45
2008-09-09,1293.0,1312.2,1286.05,1293.05,1297.8956419467,314590.0,8668.0,408304990.0,119565.0,38.01,26.15,0.05
2008-09-08,1295.0,1323.0,1295.0,1300.75,1309.0651007025,514188.0,9363.0,673105566.0,260420.0,50.65,28.0,5.75
2008-09-05,1298.0,1298.0,1239.95,1247.45,1256.5773328055,550646.0,13746.0,691929282.0,267093.0,48.51,58.05,-50.55
2008-09-04,1340.0,1340.0,1286.15,1303.9,1306.5186054514,584103.0,14494.0,763141437.0,224236.0,38.39,53.85,-36.1
2008-09-02,1301.0,1387.0,1285.65,1341.45,1330.4643522285,892398.0,20796.0,1187303727.0,422330.0,47.33,101.35,40.45
2008-09-01,1250.0,1308.8,1245.6,1296.1,1272.7909895651,163011.0,6722.0,207478932.0,29681.0,18.21,63.2,46.1
2008-08-29,1241.0,1283.8,1241.0,1277.25,1271.0247625716,245653.0,10712.0,312231046.0,69773.0,28.4,42.8,36.25
2008-08-28,1235.0,1247.0,1199.0,1215.35,1221.1033734241,141429.0,6069.0,172699429.0,31123.0,22.01,48.0,-19.65
2008-08-27,1261.0,1268.0,1226.1,1233.4,1246.4633762113,268514.0,9990.0,334692867.0,44811.0,16.69,41.9,-27.6
2008-08-26,1195.0,1262.0,1175.0,1255.45,1237.250552203,320987.0,13991.0,397141343.0,76136.0,23.72,87.0,60.45
2008-08-25,1220.0,1245.0,1203.05,1208.1,1222.3056897512,154418.0,6479.0,188746000.0,29132.0,18.87,41.95,-11.9
2008-08-22,1166.8,1199.0,1150.0,1194.7,1180.6886402924,202470.0,8625.0,239054029.0,40302.0,19.91,49.0,27.9
2008-08-21,1232.0,1244.0,1160.15,1165.8,1192.5355981186,173703.0,7892.0,207147011.0,41327.0,23.79,83.85,-66.2
2008-08-20,1210.0,1247.0,1202.05,1237.9,1226.5061830555,172811.0,6574.0,211953760.0,50580.0,29.27,44.95,27.9
2008-08-19,1188.0,1210.0,1180.0,1207.45,1192.5780730723,191071.0,5377.0,227867085.0,74144.0,38.8,30.0,19.45
2008-08-18,1163.0,1222.0,1163.0,1200.4,1202.8974893572,206242.0,9257.0,248087984.0,21036.0,10.2,59.0,37.4
2008-08-14,1190.0,1206.0,1165.0,1175.2,1177.3566279512,173402.0,7490.0,204155994.0,32761.0,18.89,41.0,-14.8
2008-08-13,1250.0,1250.0,1212.2,1217.2,1230.0591183796,385041.0,9894.0,473623193.0,147835.0,38.39,37.8,-32.8
2008-08-12,1332.0,1332.0,1258.0,1263.9,1285.269222375,288661.0,10211.0,371007099.0,71570.0,24.79,74.0,-68.1
2008-08-11,1305.0,1334.7,1296.0,1308.7,1315.0163502042,388619.0,13515.0,511040339.0,95026.0,24.45,38.7,3.7
2008-08-08,1231.1,1295.0,1225.0,1280.2,1256.6893206593,358318.0,13972.0,450294404.0,46010.0,12.84,70.0,49.1
2008-08-07,1210.0,1265.1,1201.0,1253.7,1248.2780993427,478908.0,12890.0,597810368.0,191323.0,39.95,64.1,43.7
2008-08-06,1239.7,1296.0,1205.5,1216.8,1259.2249818455,840010.0,19987.0,1057761577.0,385178.0,45.85,90.5,-22.9
2008-08-05,1100.0,1194.9,1100.0,1184.35,1160.3079446504,339587.0,12484.0,394025494.0,92708.0,27.3,94.9,84.35
2008-08-04,1110.0,1132.8,1095.0,1108.65,1114.7703125626,174781.0,7268.0,194840670.0,41522.0,23.76,37.8,-1.35
2008-08-01,1069.85,1125.0,1045.0,1107.3,1096.2541956763,617898.0,11415.0,677373275.0,331009.0,53.57,80.0,37.45
2008-07-31,1095.0,1130.0,1058.1,1095.25,1090.8784274717,161854.0,8203.0,176563037.0,26376.0,16.3,71.9,0.25
2008-07-30,1044.7,1101.7,1044.7,1092.5,1086.9799542593,212065.0,8514.0,230510404.0,59781.0,28.19,57.0,47.8
2008-07-29,1105.0,1114.0,1001.0,1028.9,1032.5441052452,731625.0,15317.0,755435081.0,415231.0,56.75,113.0,-76.1
2008-07-28,1127.0,1153.9,1101.0,1127.05,1131.5348132745,400106.0,9003.0,452733868.0,180343.0,45.07,52.9,0.05
2008-07-25,1180.0,1187.0,1119.0,1127.15,1134.6506651713,381631.0,8052.0,433017868.0,154525.0,40.49,68.0,-52.85
2008-07-24,1248.0,1265.0,1185.4,1214.2,1211.1305058944,220718.0,8813.0,267318303.0,36850.0,16.7,79.6,-33.8
2008-07-23,1188.0,1216.25,1155.0,1205.75,1190.2800835536,340859.0,9997.0,405717679.0,142145.0,41.7,61.25,17.75
2008-07-22,1090.0,1175.15,1072.0,1100.4,1126.4790946235,366389.0,13916.0,412729549.0,84265.0,23.0,103.15,10.4
2008-07-21,1045.0,1090.0,1040.0,1082.95,1069.9909615361,242851.0,7685.0,259848375.0,98480.0,40.55,50.0,37.95
2008-07-18,985.0,1042.0,960.0,1033.55,1018.8830447931,357778.0,13554.0,364533938.0,74927.0,20.94,82.0,48.55
2008-07-17,938.0,976.1,933.0,958.1,958.01299449494,218708.0,7499.0,209525106.0,64548.0,29.51,43.1,20.1
2008-07-16,925.1,940.0,890.0,903.6,919.63653875915,245542.0,9983.0,225809395.0,48235.0,19.64,50.0,-21.5
2008-07-15,1009.0,1016.0,910.05,916.4,939.81134503188,442220.0,15984.0,415603373.0,154222.0,34.87,105.95,-92.6
2008-07-14,1055.0,1055.0,1011.1,1032.7,1031.4019965241,188728.0,6662.0,194654436.0,71176.0,37.71,43.9,-22.3
2008-07-11,1077.0,1077.0,1035.05,1067.45,1055.3274772792,231726.0,7161.0,244546815.0,86072.0,37.14,41.95,-9.55
2008-07-10,1045.05,1077.0,1015.0,1054.65,1056.2707995268,191038.0,6335.0,201787861.0,61740.0,32.32,62.0,9.6
2008-07-09,1018.0,1066.0,1010.0,1058.75,1041.1853439648,669458.0,10370.0,697029858.0,276773.0,41.34,56.0,40.75
2008-07-08,991.0,1028.0,958.0,1001.5,997.51121429134,533694.0,6249.0,532365750.0,390680.0,73.2,70.0,10.5
2008-07-07,1010.0,1050.0,995.0,1006.15,1017.9576279334,208038.0,5570.0,211773869.0,84553.0,40.64,55.0,-3.85
2008-07-04,985.0,1006.0,961.1,999.8,997.48907796511,184993.0,3753.0,184528497.0,96357.0,52.09,44.9,14.8
2008-07-03,1010.0,1020.0,945.0,983.8,983.62513419111,381918.0,4644.0,375664144.0,250368.0,65.56,75.0,-26.2
2008-07-02,960.0,1050.0,950.0,1020.55,1005.6588604785,274782.0,4254.0,276336953.0,173735.0,63.23,100.0,60.55
2008-07-01,1006.1,1009.7,950.0,965.9,982.1875609809,92242.0,3087.0,90598945.0,39778.0,43.12,59.7,-40.2
2008-06-30,1010.0,1012.0,995.0,1002.3,1001.1016125311,125703.0,2321.0,125841476.0,74456.0,59.23,17.0,-7.7
2008-06-27,1024.9,1035.0,993.4,1018.65,1012.836457721,233059.0,4831.0,236050652.0,111904.0,48.02,41.6,-6.25
2008-06-26,1090.0,1097.05,1042.35,1058.45,1077.8300364775,129669.0,3559.0,139761143.0,59355.0,45.77,54.7,-31.55
2008-06-25,1040.05,1080.0,1012.35,1073.95,1059.4091975519,235280.0,4828.0,249257796.0,117290.0,49.85,67.65,33.9
2008-06-24,1095.0,1107.5,1046.0,1060.35,1085.4186356642,58490.0,2868.0,63486136.0,14884.0,25.45,61.5,-34.65
2008-06-23,1080.0,1119.0,1075.0,1096.7,1095.7169435778,200967.0,4876.0,220202947.0,68516.0,34.09,44.0,16.7
2008-06-20,1137.5,1137.5,1093.0,1099.0,1105.591226176,130593.0,4693.0,144382475.0,38103.0,29.18,44.5,-38.5
2008-06-19,1140.0,1154.0,1111.5,1120.6,1124.0999390967,121504.0,4130.0,136582639.0,60068.0,49.44,42.5,-19.4
2008-06-18,1209.0,1222.0,1161.2,1166.45,1175.8822747512,288137.0,5029.0,338815191.0,178693.0,62.02,60.8,-42.55
2008-06-17,1151.45,1221.0,1146.0,1207.55,1194.5596047877,370029.0,8105.0,442021696.0,174438.0,47.14,75.0,56.1
2008-06-16,1140.0,1172.0,1133.05,1151.45,1150.4079837137,70243.0,2667.0,80808108.0,18430.0,26.24,38.95,11.45
2008-06-13,1174.0,1174.9,1118.0,1123.35,1140.8299122928,108885.0,4493.0,124219265.0,32605.0,29.94,56.9,-50.65
2008-06-12,1150.0,1172.0,1122.6,1163.5,1149.8906311218,119961.0,4880.0,137942030.0,32687.0,27.25,49.4,13.5
2008-06-11,1132.0,1193.0,1125.1,1184.55,1168.7339255459,104467.0,3808.0,122094127.0,24622.0,23.57,67.9,52.55
2008-06-10,1175.0,1183.7,1118.0,1130.95,1128.580271571,435098.0,5235.0,491043019.0,251828.0,57.88,65.7,-44.05
2008-06-09,1201.0,1201.0,1162.0,1183.7,1180.4161332235,63112.0,2779.0,74498423.0,23037.0,36.5,39.0,-17.3
2008-06-06,1265.0,1270.0,1224.0,1237.45,1244.4304228035,58798.0,2586.0,73170020.0,16098.0,27.38,46.0,-27.55
2008-06-05,1215.95,1267.0,1180.0,1243.0,1207.9924940937,121904.0,2681.0,147259117.0,59688.0,48.96,87.0,27.05
2008-06-04,1275.0,1275.0,1200.0,1215.95,1232.3220341346,71716.0,2773.0,88377207.0,26307.0,36.68,75.0,-59.05
2008-06-03,1290.0,1307.0,1251.0,1282.55,1275.5997193826,59868.0,2772.0,76367604.0,16046.0,26.8,56.0,-7.45
2008-06-02,1562.0,1562.0,1293.0,1306.55,1329.8761499441,69786.0,2450.0,92806737.0,27168.0,38.93,269.0,-255.45
2008-05-30,1329.9,1369.0,1315.2,1357.85,1350.3980004338,50711.0,1931.0,68480033.0,14503.0,28.6,53.8,27.95
2008-05-29,1369.9,1375.0,1308.0,1324.4,1334.6264969412,80915.0,1973.0,107991303.0,45950.0,56.79,67.0,-45.5
2008-05-28,1334.7,1360.0,1317.0,1351.6,1335.8873214713,62665.0,1854.0,83713379.0,25495.0,40.68,43.0,16.9
2008-05-27,1360.0,1368.0,1318.0,1331.3,1327.4510747603,107838.0,1915.0,143149669.0,50193.0,46.54,50.0,-28.7
2008-05-26,1356.0,1369.4,1336.8,1347.45,1354.5678499747,65269.0,1399.0,88411289.0,35845.0,54.92,32.6,-8.55
2008-05-23,1399.0,1413.8,1372.0,1383.35,1388.4823814022,103754.0,2362.0,144060601.0,48288.0,46.54,41.8,-15.65
2008-05-22,1399.0,1399.0,1370.0,1379.9,1380.9863262165,163744.0,2882.0,226128225.0,110517.0,67.49,29.0,-19.1
2008-05-21,1440.0,1450.0,1395.0,1413.9,1415.6777794823,202079.0,4643.0,286078750.0,101363.0,50.16,55.0,-26.1
2008-05-20,1500.0,1508.0,1450.2,1464.65,1473.1863814075,46040.0,1503.0,67825501.0,13015.0,28.27,57.8,-35.35
2008-05-16,1495.0,1524.0,1495.0,1502.3,1508.053264252,63307.0,2374.0,95470328.0,23946.0,37.83,29.0,7.3
2008-05-15,1475.0,1486.4,1469.0,1476.2,1475.1120092773,29319.0,801.0,43248809.0,14388.0,49.07,17.4,1.2
2008-05-14,1459.0,1476.0,1442.7,1465.0,1463.652906061,102854.0,1708.0,150542556.0,59489.0,57.84,33.3,6.0
2008-05-13,1480.0,1498.0,1460.0,1482.2,1483.5071855972,56989.0,1503.0,84543591.0,25789.0,45.25,38.0,2.2
2008-05-12,1451.95,1485.0,1430.0,1471.55,1453.4855706493,46745.0,1518.0,67943183.0,12852.0,27.49,55.0,19.6
2008-05-09,1508.4,1520.0,1440.0,1451.95,1471.7435900059,97738.0,2057.0,143845275.0,53673.0,54.92,80.0,-56.45
2008-05-08,1490.0,1519.15,1490.0,1508.4,1508.4844314986,39824.0,1467.0,60073884.0,7644.0,19.19,29.15,18.4
2008-05-07,1549.95,1554.0,1512.6,1542.95,1539.2900123673,46898.0,1474.0,72189623.0,15257.0,32.53,41.4,-7.0
2008-05-06,1530.0,1548.5,1526.2,1539.9,1541.1862364507,39670.0,1713.0,61138858.0,10330.0,26.04,22.3,9.9
2008-05-05,1550.0,1558.0,1520.1,1529.85,1542.6097546898,51975.0,1990.0,80177142.0,14933.0,28.73,37.9,-20.15
2008-05-02,1540.0,1575.0,1530.05,1538.95,1547.3942647083,61479.0,2807.0,95132252.0,15509.0,25.23,44.95,-1.05
2008-04-30,1555.0,1555.0,1505.25,1514.85,1527.2399567706,59219.0,2582.0,90441623.0,10274.0,17.35,49.75,-40.15
2008-04-29,1515.0,1561.1,1475.0,1547.5,1533.7263339942,118535.0,4292.0,181800251.0,33500.0,28.26,86.1,32.5
2008-04-28,1525.0,1539.7,1490.0,1517.95,1523.2803388127,69655.0,3707.0,106104092.0,15040.0,21.59,49.7,-7.05
2008-04-25,1455.0,1504.35,1450.0,1498.1,1481.2434432701,105121.0,4415.0,155709792.0,36525.0,34.75,54.35,43.1
2008-04-24,1452.0,1475.0,1411.0,1446.15,1444.1974982209,172837.0,7649.0,249610763.0,16548.0,9.57,64.0,-5.85
2008-04-23,1466.55,1510.0,1389.0,1442.85,1450.933582837,75884.0,2981.0,110102644.0,21564.0,28.42,121.0,-23.7
2008-04-22,1445.0,1499.8,1426.0,1487.65,1462.8276677293,83751.0,4301.0,122513280.0,11736.0,14.01,73.8,42.65
2008-04-21,1400.0,1453.0,1375.0,1445.25,1432.0860090766,82189.0,4139.0,117701717.0,17578.0,21.39,78.0,45.25
2008-04-17,1330.0,1417.0,1315.0,1396.4,1360.9878024817,274810.0,7626.0,374013058.0,122321.0,44.51,102.0,66.4
2008-04-16,1319.95,1333.0,1300.0,1305.65,1314.9755642686,68097.0,2534.0,89545891.0,21087.0,30.97,33.0,-14.3
2008-04-15,1305.0,1335.0,1280.0,1315.25,1308.3187987493,116412.0,4806.0,152304008.0,24669.0,21.19,55.0,10.25
2008-04-11,1328.7,1354.85,1313.0,1327.8,1334.3564250327,106373.0,2857.0,141939496.0,52671.0,49.52,41.85,-0.9
2008-04-10,1380.0,1380.0,1315.35,1325.55,1348.2263709496,62402.0,2550.0,84132022.0,22262.0,35.68,64.65,-54.45
2008-04-09,1303.9,1401.0,1295.05,1376.05,1335.6609346273,109327.0,3419.0,146023803.0,45928.0,42.01,105.95,72.15
2008-04-08,1315.0,1323.0,1285.0,1304.3,1304.6015598818,65646.0,2601.0,85641874.0,18276.0,27.84,38.0,-10.7
2008-04-07,1295.0,1319.5,1274.15,1303.1,1302.1975266195,93071.0,2549.0,121196826.0,37955.0,40.78,45.35,8.1
2008-04-04,1308.1,1325.0,1288.0,1292.15,1295.9835225044,147838.0,3175.0,191595612.0,85235.0,57.65,37.0,-15.95
2008-04-03,1339.0,1364.0,1305.0,1326.45,1332.0936974599,66021.0,3211.0,87946158.0,10890.0,16.49,59.0,-12.55
2008-04-02,1349.0,1386.0,1305.0,1322.35,1346.7549967868,122929.0,3597.0,165555245.0,51311.0,41.74,81.0,-26.65
2008-04-01,1320.0,1340.0,1271.0,1308.15,1303.5064813912,71821.0,3397.0,93619139.0,15823.0,22.03,69.0,-11.85
2008-03-31,1385.0,1390.0,1293.05,1319.95,1323.7434559904,159306.0,6386.0,210880275.0,51113.0,32.08,96.95,-65.05
2008-03-28,1411.0,1420.0,1368.25,1401.05,1390.6983677705,105990.0,4090.0,147400120.0,28091.0,26.5,51.75,-9.95
2008-03-27,1401.0,1470.0,1361.0,1434.95,1431.3443829743,133398.0,4456.0,190938478.0,44946.0,33.69,109.0,33.95
2008-03-26,1420.0,1457.0,1395.1,1441.15,1437.9381526222,273512.0,4642.0,393293340.0,186128.0,68.05,61.9,21.15
2008-03-25,1365.0,1434.0,1365.0,1417.9,1401.2603333381,140758.0,4260.0,197238602.0,66928.0,47.55,69.0,52.9
2008-03-24,1279.2,1350.0,1279.2,1337.45,1315.3142021488,68039.0,2848.0,89492663.0,18865.0,27.73,70.8,58.25
2008-03-19,1310.0,1330.0,1246.0,1270.05,1290.6252466373,88693.0,4058.0,114469425.0,29199.0,32.92,84.0,-39.95
2008-03-18,1100.0,1240.0,1100.0,1231.7,1209.3343995585,195706.0,4728.0,236673998.0,93065.0,47.55,140.0,131.7
2008-03-17,1255.1,1270.0,1201.0,1238.5,1236.3787675078,135368.0,3712.0,167366121.0,63388.0,46.83,69.0,-16.6
2008-03-14,1310.0,1326.4,1250.0,1316.0,1305.2929179787,47317.0,2101.0,61762545.0,18032.0,38.11,76.4,6.0
2008-03-13,1355.0,1355.0,1280.0,1296.15,1305.2875074008,50670.0,2102.0,66138918.0,21566.0,42.56,75.0,-58.85
2008-03-12,1370.0,1430.0,1347.0,1367.8,1401.0566279389,54655.0,2689.0,76574750.0,11250.0,20.58,83.0,-2.2
2008-03-11,1310.0,1355.0,1265.0,1331.95,1332.6899495042,125357.0,3100.0,167062014.0,22253.0,17.75,90.0,21.95
2008-03-10,1250.0,1328.0,1226.0,1310.85,1271.7474231361,56561.0,2370.0,71931306.0,22624.0,40.0,102.0,60.85
2008-03-07,1330.0,1349.7,1253.0,1286.3,1278.9367721229,109050.0,2767.0,139468055.0,72889.0,66.84,96.7,-43.7
2008-03-05,1389.0,1389.0,1325.15,1336.4,1337.3652981338,54925.0,1811.0,73454789.0,26325.0,47.93,63.85,-52.6
2008-03-04,1400.0,1400.0,1290.0,1357.3,1348.059101276,81115.0,3682.0,109347814.0,21854.0,26.94,110.0,-42.7
2008-03-03,1439.4,1439.4,1365.4,1390.55,1398.9756175209,53399.0,2930.0,74703899.0,27904.0,52.26,74.0,-48.85
2008-02-29,1460.0,1470.0,1425.0,1453.45,1449.015205078,76093.0,2821.0,110259914.0,40093.0,52.69,45.0,-6.55
2008-02-28,1450.0,1490.0,1450.0,1471.05,1466.7550290932,110507.0,3123.0,162086698.0,27754.0,25.12,40.0,21.05
2008-02-27,1469.0,1482.0,1441.0,1451.75,1464.3638832599,47867.0,2357.0,70094706.0,17245.0,36.03,41.0,-17.25
2008-02-26,1430.0,1469.85,1430.0,1455.0,1457.0709573472,91858.0,3651.0,133843624.0,36690.0,39.94,39.85,25.0
2008-02-25,1499.9,1524.0,1397.1,1422.7,1422.4841514412,712620.0,11842.0,1013690656.0,554916.0,77.87,126.9,-77.2
2008-02-22,1502.0,1539.95,1465.2,1474.95,1495.2962362103,52394.0,2360.0,78344551.0,21179.0,40.42,74.75,-27.05
2008-02-21,1574.8,1574.8,1496.1,1542.9,1533.9578266816,40215.0,1559.0,61688114.0,11599.0,28.84,78.7,-31.9
2008-02-20,1560.0,1566.85,1510.0,1534.5,1526.3641741526,31949.0,1310.0,48765809.0,8285.0,25.93,56.85,-25.5
2008-02-19,1560.0,1578.0,1552.3,1568.4,1567.6890658097,13691.0,802.0,21463231.0,7103.0,51.88,25.7,8.4
2008-02-18,1574.8,1594.85,1542.55,1557.0,1556.8153221236,21172.0,1202.0,32960894.0,4121.0,19.46,52.3,-17.8
2008-02-15,1505.0,1575.0,1492.0,1564.1,1543.3647856755,36860.0,1900.0,56888426.0,9728.0,26.39,83.0,59.1
2008-02-14,1495.0,1553.0,1489.75,1539.1,1537.1607777887,61302.0,2373.0,94231030.0,25547.0,41.67,63.25,44.1
2008-02-13,1440.9,1487.0,1420.05,1467.05,1464.7600638165,43249.0,1652.0,63349408.0,15454.0,35.73,66.95,26.15
2008-02-12,1425.0,1448.0,1390.0,1398.9,1408.9091181091,80214.0,1748.0,113014236.0,32182.0,40.12,58.0,-26.1
2008-02-11,1410.2,1475.0,1358.0,1410.45,1395.5928543343,94099.0,2544.0,131323892.0,39236.0,41.7,117.0,0.25
2008-02-08,1510.0,1510.0,1430.0,1445.95,1464.5169419993,33172.0,1779.0,48580956.0,12211.0,36.81,80.0,-64.05
2008-02-07,1503.0,1538.7,1482.05,1491.65,1491.8799856496,1081504.0,2188.0,1613474172.0,1042833.0,96.42,56.65,-11.35
2008-02-06,1456.55,1515.0,1450.0,1497.75,1491.0744804632,141809.0,2648.0,211447781.0,78681.0,55.48,65.0,41.2
2008-02-05,1565.0,1580.0,1504.0,1515.1,1526.3805566426,86878.0,1777.0,132608890.0,58027.0,66.79,76.0,-49.9
2008-02-04,1590.0,1615.0,1525.3,1548.25,1582.467507081,75201.0,1940.0,119003139.0,43881.0,58.35,89.7,-41.75
2008-02-01,1599.0,1599.0,1488.0,1567.25,1536.1425395047,58917.0,2054.0,90504910.0,20653.0,35.05,111.0,-31.75
2008-01-31,1535.0,1588.0,1507.0,1568.0,1554.0145796009,32374.0,1464.0,50309668.0,8631.0,26.66,81.0,33.0
2008-01-30,1535.05,1552.0,1507.0,1531.8,1529.1686365194,23352.0,1323.0,35709146.0,6958.0,29.8,45.0,-3.25
2008-01-29,1635.0,1635.0,1500.0,1531.75,1547.5771401904,334281.0,3044.0,517325634.0,284205.0,85.02,135.0,-103.25
2008-01-28,1555.0,1599.0,1440.0,1585.0,1524.4311625332,52377.0,3209.0,79845131.0,12261.0,23.41,159.0,30.0
2008-01-25,1570.0,1669.9,1526.0,1601.4,1611.2839376034,103403.0,2598.0,166611593.0,58685.0,56.75,143.9,31.4
2008-01-24,1565.0,1599.0,1471.0,1507.2,1524.6924765851,101111.0,1851.0,154163181.0,64164.0,63.46,128.0,-57.8
2008-01-23,1451.0,1604.95,1400.0,1534.75,1513.6286295165,127393.0,2659.0,192825692.0,62530.0,49.08,204.95,83.75
2008-01-22,1450.0,1575.0,1325.05,1439.65,1451.1544457992,181261.0,2229.0,263037706.0,113555.0,62.65,249.95,-10.35
2008-01-21,1575.0,1575.0,1485.0,1517.55,1508.2605823023,99742.0,2246.0,150436927.0,64062.0,64.23,90.0,-57.45
2008-01-18,1629.0,1629.0,1564.0,1575.85,1591.1916893511,128943.0,3113.0,205173030.0,66620.0,51.67,65.0,-53.15
2008-01-17,1699.0,1699.0,1616.0,1647.1,1643.426170059,73351.0,2099.0,120546953.0,32057.0,43.7,83.0,-51.9
2008-01-16,1750.0,1750.0,1653.0,1675.85,1682.6062157836,172432.0,3096.0,290135155.0,103989.0,60.31,97.0,-74.15
2008-01-15,1806.5,1820.55,1760.0,1785.1,1803.4024632633,355707.0,1372.0,641482880.0,317666.0,89.31,60.55,-21.4
2008-01-14,1760.0,1825.0,1749.5,1787.9,1802.9976356657,176371.0,2414.0,317996496.0,95276.0,54.02,75.5,27.9
2008-01-11,1749.9,1778.0,1722.15,1762.35,1743.6646772108,50265.0,1563.0,87645305.0,17632.0,35.08,55.85,12.45
2008-01-10,1756.1,1787.45,1705.0,1719.9,1755.4653220916,69266.0,2138.0,121594061.0,31166.0,44.99,82.45,-36.2
